page_content,source,format,title,author,subject,keywords,creator,producer,creationDate,modDate,trapped,encryption,file_path,page_count,page,start_index,text,category,racional,error_indx
"A pesar de que los quirópteros se distinguen como uno de los grupos de mamíferos más

amenazados en el mundo y en nuestro país, pocas publicaciones hablan de los esfuerzos de
conservación para favorecer a las especies de murciélagos cavernícolas en riesgo. Ejemplos
concretos son las acciones realizadas por el Programa de Conservación de Murciélagos de México
(PCMM) en cuevas de los estados de Morelos y Campeche (L _ó_ pez-Segurajauregui _et al._ 2006;
Vargas-Contreras _et al._ 2012). Particularmente para el noreste de México, destacan los esfuerzos
desarrollados por Arnulfo Moreno Valdez en el monitoreo, educación y conservación de los
murciélagos cavernícolas de esta región (Tuttle y Moreno 2005), así como los esfuerzos para la


-----","Gómez-Ruiz et al., 2015.pdf",PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/test_samples/murcielagos/Gómez-Ruiz et al., 2015.pdf",13,2,3437,"A pesar de que los quirópteros se distinguen como uno de los grupos de mamíferos más

amenazados en el mundo y en nuestro país, pocas publicaciones hablan de los esfuerzos de
conservación para favorecer a las especies de murciélagos cavernícolas en riesgo. Ejemplos
concretos son las acciones realizadas por el Programa de Conservación de Murciélagos de México
(PCMM) en cuevas de los estados de Morelos y Campeche (L _ó_ pez-Segurajauregui _et al._ 2006;
Vargas-Contreras _et al._ 2012). Particularmente para el noreste de México, destacan los esfuerzos
desarrollados por Arnulfo Moreno Valdez en el monitoreo, educación y conservación de los
murciélagos cavernícolas de esta región (Tuttle y Moreno 2005), así como los esfuerzos para la


-----",Estado de conservación de la especie,"El texto habla sobre los esfuerzos de conservación para favorecer a las especies de murciélagos cavernícolas en riesgo. Menciona acciones realizadas por el Programa de Conservación de Murciélagos de México (PCMM) y los esfuerzos desarrollados por Arnulfo Moreno Valdez en el monitoreo, educación y conservación de los murciélagos cavernícolas.",
"protección como Santuario Natural a la Cueva de la Boca, Nuevo León, por parte de Pronatura
Noreste (Pronatura Noreste 2006).

Una de las limitantes para definir acciones de conservación es la escasa disponibilidad de

información sobre la biología y ecología de las especies en riesgo. En el caso de los murciélagos
nectarívoros _L. nivalis_ y _C. mexicana_, su sobrevivencia depende de la disponibilidad de alimento
( _i. e_ . principalmente néctar de flores para ambas especies), y de sitios de refugio ( _i. e._ cuevas) que
reúnen las características requeridas por cada especie. Además del conocimiento ecológico, la
adecuada implementación de estrategias de conservación requiere considerar el componente
social e incluir a las comunidades locales (Brosius _et al._ 1998). La educación ambiental puede
ser un elemento clave para fortalecer la comunicación entre las partes locales interesadas con
profesionales de conservación y permitir que se aplique la información científica en acciones de
conservación (Bizerril _et al._ 2011; Vargas-Contreras _et al._ 2012).

Los programas de posgrado diseñados para integrar perspectivas sociales y biológicas pueden

servir de catalizadores al reforzar redes de actores claves requeridas para acciones de conservación
(Packard y Schmidly 1991; Fitzgerald y Stronza 2009). En este artículo, describimos un caso
de estudio en el que las alianzas entre una organización no gubernamental local y científicos
académicos (estudiantes de licenciatura y posgrado) reforzaron la participación de comunidades
locales en la protección de cuevas usadas por murciélagos en riesgo.

Con la intención de contribuir a la generación de información ecológica de murciélagos","Gómez-Ruiz et al., 2015.pdf",PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/test_samples/murcielagos/Gómez-Ruiz et al., 2015.pdf",13,3,0,"protección como Santuario Natural a la Cueva de la Boca, Nuevo León, por parte de Pronatura
Noreste (Pronatura Noreste 2006).

Una de las limitantes para definir acciones de conservación es la escasa disponibilidad de

información sobre la biología y ecología de las especies en riesgo. En el caso de los murciélagos
nectarívoros _L. nivalis_ y _C. mexicana_, su sobrevivencia depende de la disponibilidad de alimento
( _i. e_ . principalmente néctar de flores para ambas especies), y de sitios de refugio ( _i. e._ cuevas) que
reúnen las características requeridas por cada especie. Además del conocimiento ecológico, la
adecuada implementación de estrategias de conservación requiere considerar el componente
social e incluir a las comunidades locales (Brosius _et al._ 1998). La educación ambiental puede
ser un elemento clave para fortalecer la comunicación entre las partes locales interesadas con
profesionales de conservación y permitir que se aplique la información científica en acciones de
conservación (Bizerril _et al._ 2011; Vargas-Contreras _et al._ 2012).

Los programas de posgrado diseñados para integrar perspectivas sociales y biológicas pueden

servir de catalizadores al reforzar redes de actores claves requeridas para acciones de conservación
(Packard y Schmidly 1991; Fitzgerald y Stronza 2009). En este artículo, describimos un caso
de estudio en el que las alianzas entre una organización no gubernamental local y científicos
académicos (estudiantes de licenciatura y posgrado) reforzaron la participación de comunidades
locales en la protección de cuevas usadas por murciélagos en riesgo.

Con la intención de contribuir a la generación de información ecológica de murciélagos",Biología de la especie,El texto menciona que el estudio se enfoca en la biología y ecología de los murciélagos nectarívoros _L. nivalis_ y _C. mexicana_. Describe su dependencia del néctar de flores y de los sitios de refugio (cuevas).,
"Con la intención de contribuir a la generación de información ecológica de murciélagos

nectarívoros amenazados, a partir del 2012 se iniciaron actividades de monitoreo para identificar
sitios prioritarios para su conservación en los estados de Coahuila y Nuevo León (EPGR y TEL datos
no publicados). Posteriormente, en 2013 se realizaron actividades de educación ambiental y
talleres participativos con las comunidades que residen en la cercanía a las cuevas identificadas
como refugio de _L. nivalis_ y/o _C. mexicana_, con el fin de informarlas sobre la importancia del rol
ecológico de estos mamíferos e involucrarlas en acciones de conservación (CJ y JMP datos no
publicados; ESHAC-CONANP 2013). Los objetivos del presente artículo son: 1) documentar los
refugios identificados para _L. nivalis_ y _C. mexicana,_ 2) diseñar estrategias sociales que vinculen a
actores clave (comunidades locales, científicos, educadores, organizaciones no gubernamentales,
entidades gubernamentales), resultando en una red de conservación, y 3) proponer estrategias
para reforzar los vínculos entre los actores clave de la red de conservación de murciélagos de
manera que se mantenga a largo plazo.

## Métodos","Gómez-Ruiz et al., 2015.pdf",PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/test_samples/murcielagos/Gómez-Ruiz et al., 2015.pdf",13,3,1617,"Con la intención de contribuir a la generación de información ecológica de murciélagos

nectarívoros amenazados, a partir del 2012 se iniciaron actividades de monitoreo para identificar
sitios prioritarios para su conservación en los estados de Coahuila y Nuevo León (EPGR y TEL datos
no publicados). Posteriormente, en 2013 se realizaron actividades de educación ambiental y
talleres participativos con las comunidades que residen en la cercanía a las cuevas identificadas
como refugio de _L. nivalis_ y/o _C. mexicana_, con el fin de informarlas sobre la importancia del rol
ecológico de estos mamíferos e involucrarlas en acciones de conservación (CJ y JMP datos no
publicados; ESHAC-CONANP 2013). Los objetivos del presente artículo son: 1) documentar los
refugios identificados para _L. nivalis_ y _C. mexicana,_ 2) diseñar estrategias sociales que vinculen a
actores clave (comunidades locales, científicos, educadores, organizaciones no gubernamentales,
entidades gubernamentales), resultando en una red de conservación, y 3) proponer estrategias
para reforzar los vínculos entre los actores clave de la red de conservación de murciélagos de
manera que se mantenga a largo plazo.

## Métodos",Metadatos,"El texto menciona que el documento es un artículo y la fecha de publicación (2015). También menciona los autores y el título del artículo. El contenido principalmente es bibliografía, si hay más información, usar otra categoría.",
"## Métodos

Para documentar cuevas usadas por _L. nivalis_ y _C. mexicana_ en Coahuila y Nuevo León, combinamos
la búsqueda de refugios conocidos para ambas especies en la literatura disponible (Baker 1956;
Easterla y Baccus 1973; Wilson _et al._ 1985; Arroyo-Cabrales _et al._ 1987; Arita y Humphrey 1988;
Hensley y Wilkins 1988; Moreno-Valdez 1996; Jimenéz-Guzmán _et al._ 1999; Moreno-Valdez _et al._
2000; Contreras-Balderas _et al._ 2007) y trabajo de campo para identificar sitios no documentados
previamente, el cuál consistió en contactar a comunidades locales en zonas previamente
identificadas como hábitat potencial (EPGR y TEL datos no publicados) y obtener información
sobre cuevas mediante entrevistas, a manera de diálogo semi-estructurado con informantes clave
(residentes de la comunidad con conocimiento de cuevas en la zona; Geilfus 2002). Visitamos las
cuevas identificadas entre los meses de mayo y agosto del 2012 y 2013, en al menos dos ocasiones
cada año. En cada visita se colocaron redes de niebla cerca de la entrada a las cuevas para capturar
murciélagos y documentar las especies que utilizan el sitio. Finalmente, consolidamos un listado
de especies de murciélagos reportados para cada cueva en la literatura y como resultado de
nuestros muestreos.


-----","Gómez-Ruiz et al., 2015.pdf",PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/test_samples/murcielagos/Gómez-Ruiz et al., 2015.pdf",13,3,2805,"## Métodos

Para documentar cuevas usadas por _L. nivalis_ y _C. mexicana_ en Coahuila y Nuevo León, combinamos
la búsqueda de refugios conocidos para ambas especies en la literatura disponible (Baker 1956;
Easterla y Baccus 1973; Wilson _et al._ 1985; Arroyo-Cabrales _et al._ 1987; Arita y Humphrey 1988;
Hensley y Wilkins 1988; Moreno-Valdez 1996; Jimenéz-Guzmán _et al._ 1999; Moreno-Valdez _et al._
2000; Contreras-Balderas _et al._ 2007) y trabajo de campo para identificar sitios no documentados
previamente, el cuál consistió en contactar a comunidades locales en zonas previamente
identificadas como hábitat potencial (EPGR y TEL datos no publicados) y obtener información
sobre cuevas mediante entrevistas, a manera de diálogo semi-estructurado con informantes clave
(residentes de la comunidad con conocimiento de cuevas en la zona; Geilfus 2002). Visitamos las
cuevas identificadas entre los meses de mayo y agosto del 2012 y 2013, en al menos dos ocasiones
cada año. En cada visita se colocaron redes de niebla cerca de la entrada a las cuevas para capturar
murciélagos y documentar las especies que utilizan el sitio. Finalmente, consolidamos un listado
de especies de murciélagos reportados para cada cueva en la literatura y como resultado de
nuestros muestreos.


-----",Metadatos,"Se menciona la bibliografía usada para la investigación. El contenido principalmente es bibliografía, si hay más información, usar otra categoría.",
"Posteriormente, implementamos estrategias de conservación basadas en la comunidad

con las poblaciones ubicadas en la cercanía de las cuevas identificadas a través de talleres
participativos. Además aplicamos encuestas cerradas para obtener indicadores del conocimiento
y percepción de los murciélagos por parte de los miembros de las comunidades. Las preguntas
de las encuestas desarrolladas buscaron identificar aspectos sobre el conocimiento previo de los
participantes sobre qué son los murciélagos y cuál es su función, asimismo cuál es la percepción
social sobre este grupo de mamíferos. Finalmente, se indagó sobre eventos previos de capacitación
y sensibilización sobre murciélagos.

## Resultados

Los refugios identificados corresponden a un total de seis cuevas que se ubican dentro de tres
áreas naturales protegidas a nivel nacional (en Nuevo León, el Parque Nacional Cumbres de
Monterrey, y en Coahuila, el Área de Protección de los Recursos Naturales CADNR004 Cuenca Don
Martín y el Área de Protección de los Recursos Naturales CADNR026 Sierra de Arteaga; Figura 1).

Estos refugios, albergan poblaciones de por lo menos 12 especies de murciélagos, de las cuales
solo dos especies ( _L. nivalis_ y _C. mexicana_ ) están consideradas en riesgo (Tabla 1).

Al hablar de la riqueza de murciélagos para cada refugio, las cuevas El Infierno y Rosillo

1 resultaron ser las más diversas con un total de nueve y siete especies, respectivamente. En
contraparte, la menor riqueza fue observada para la Cueva del Guano en Rayones, Nuevo León,
con solo una especie, _C. mexicana_ ; sin embargo en esta cueva se observó la mayor abundancia de

**Figura 1.** Ubicación de los refugios identificados para _Leptonycteris nivalis_ y _Choeronycteris mexicana_


-----","Gómez-Ruiz et al., 2015.pdf",PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/test_samples/murcielagos/Gómez-Ruiz et al., 2015.pdf",13,4,0,"Posteriormente, implementamos estrategias de conservación basadas en la comunidad

con las poblaciones ubicadas en la cercanía de las cuevas identificadas a través de talleres
participativos. Además aplicamos encuestas cerradas para obtener indicadores del conocimiento
y percepción de los murciélagos por parte de los miembros de las comunidades. Las preguntas
de las encuestas desarrolladas buscaron identificar aspectos sobre el conocimiento previo de los
participantes sobre qué son los murciélagos y cuál es su función, asimismo cuál es la percepción
social sobre este grupo de mamíferos. Finalmente, se indagó sobre eventos previos de capacitación
y sensibilización sobre murciélagos.

## Resultados

Los refugios identificados corresponden a un total de seis cuevas que se ubican dentro de tres
áreas naturales protegidas a nivel nacional (en Nuevo León, el Parque Nacional Cumbres de
Monterrey, y en Coahuila, el Área de Protección de los Recursos Naturales CADNR004 Cuenca Don
Martín y el Área de Protección de los Recursos Naturales CADNR026 Sierra de Arteaga; Figura 1).

Estos refugios, albergan poblaciones de por lo menos 12 especies de murciélagos, de las cuales
solo dos especies ( _L. nivalis_ y _C. mexicana_ ) están consideradas en riesgo (Tabla 1).

Al hablar de la riqueza de murciélagos para cada refugio, las cuevas El Infierno y Rosillo

1 resultaron ser las más diversas con un total de nueve y siete especies, respectivamente. En
contraparte, la menor riqueza fue observada para la Cueva del Guano en Rayones, Nuevo León,
con solo una especie, _C. mexicana_ ; sin embargo en esta cueva se observó la mayor abundancia de

**Figura 1.** Ubicación de los refugios identificados para _Leptonycteris nivalis_ y _Choeronycteris mexicana_


-----",Ecología y demografía de la especie,"Se menciona la riqueza de especies de murciélagos en cada refugio, la abundancia de especies y se hace referencia a la Tabla 1 donde se puede encontrar más información sobre las especies en riesgo.",
"esta especie amenazada (siete individuos). De acuerdo con Arita (1993), el 80 % de las 215 cuevas
incluidas en su estudio cuentan con una baja riqueza de especies de murciélagos (tres o menos)
mientras que solo el 10 % sirve de refugio para seis especies o más, y concluye que un adecuado plan
de conservación de cuevas de murciélagos no debe basarse solamente en el criterio de riqueza pues
muy pocas de las especies vulnerables se refugian en cuevas con alta diversidad taxonómica. En el
caso de las cuevas más diversas (El Infierno y Rosillo 1), combinan tanto una alta riqueza específica
con la presencia de especies vulnerables. La diversidad relativamente alta encontrada en estas dos
cuevas puede deberse a que son los refugios de mayor tamaño dentro de los sitios estudiados; Rosillo
1 mide cerca de un kilómetro de profundidad horizontal con techos de hasta 40.0 m, mientras que
El Infierno es una cueva vertical que mide 80 m de profundidad, con una entrada de 43.0 m de largo
por 20.5 m de ancho. Finalmente, la especie mejor representada dentro de este grupo de cuevas fue
_C. mexicana_, especie común pero con abundancias bajas.

Hasta la fecha, solo en dos de los seis refugios mencionados se ha registrado al murciélago

magueyero mayor ( _L. nivalis_ ), en la cueva El Infierno y la cueva El Rosillo 1. La cueva El Infierno ha
sido reportada como una de las dos cuevas de maternidad conocidas para esta especie, por lo que
es un refugio prioritario (Moreno-Valdez _et al._ 2004; Ammerman _et al._ 2009). En la cueva El Rosillo 1,
se ha registrado la presencia de hembras de _L. nivalis_, lo que sugiere que este refugio pudiera fungir
como otro sitio de maternidad para la especie dentro de su ámbito de distribución. Por otra parte, la
cueva El Rosillo 1 es utilizada como refugio por poblaciones del murciélago migratorio _e. g._ _Tadarida_
_brasiliensis_ .

Las estrategias de conservación basada en la comunidad que implementamos se describen en la","Gómez-Ruiz et al., 2015.pdf",PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/test_samples/murcielagos/Gómez-Ruiz et al., 2015.pdf",13,5,0,"esta especie amenazada (siete individuos). De acuerdo con Arita (1993), el 80 % de las 215 cuevas
incluidas en su estudio cuentan con una baja riqueza de especies de murciélagos (tres o menos)
mientras que solo el 10 % sirve de refugio para seis especies o más, y concluye que un adecuado plan
de conservación de cuevas de murciélagos no debe basarse solamente en el criterio de riqueza pues
muy pocas de las especies vulnerables se refugian en cuevas con alta diversidad taxonómica. En el
caso de las cuevas más diversas (El Infierno y Rosillo 1), combinan tanto una alta riqueza específica
con la presencia de especies vulnerables. La diversidad relativamente alta encontrada en estas dos
cuevas puede deberse a que son los refugios de mayor tamaño dentro de los sitios estudiados; Rosillo
1 mide cerca de un kilómetro de profundidad horizontal con techos de hasta 40.0 m, mientras que
El Infierno es una cueva vertical que mide 80 m de profundidad, con una entrada de 43.0 m de largo
por 20.5 m de ancho. Finalmente, la especie mejor representada dentro de este grupo de cuevas fue
_C. mexicana_, especie común pero con abundancias bajas.

Hasta la fecha, solo en dos de los seis refugios mencionados se ha registrado al murciélago

magueyero mayor ( _L. nivalis_ ), en la cueva El Infierno y la cueva El Rosillo 1. La cueva El Infierno ha
sido reportada como una de las dos cuevas de maternidad conocidas para esta especie, por lo que
es un refugio prioritario (Moreno-Valdez _et al._ 2004; Ammerman _et al._ 2009). En la cueva El Rosillo 1,
se ha registrado la presencia de hembras de _L. nivalis_, lo que sugiere que este refugio pudiera fungir
como otro sitio de maternidad para la especie dentro de su ámbito de distribución. Por otra parte, la
cueva El Rosillo 1 es utilizada como refugio por poblaciones del murciélago migratorio _e. g._ _Tadarida_
_brasiliensis_ .

Las estrategias de conservación basada en la comunidad que implementamos se describen en la",Ecología y demografía de la especie,"El texto menciona la riqueza de especies de murciélagos en cuevas, la diversidad de especies, el tamaño de las cuevas, la especie mejor representada y la presencia de especies vulnerables. También menciona el uso de cuevas como refugios de maternidad y la presencia de poblaciones de murciélagos migratorios.",
"Las estrategias de conservación basada en la comunidad que implementamos se describen en la

siguiente sección, en cuatro fases: información, comunicación, educación, y capacitación. En suma
se ha trabajado con 52 comunidades con un total de 574 participantes en los talleres de educación
ambiental. Como parte de los talleres, realizamos encuestas a los participantes encuestas a los
participantes para obtener indicadores de las diferencias en el conocimiento de murciélagos previo y
posterior al taller, así como diferencia en la percepción hacia los murciélagos y documentar el interés
en conocer más sobre estos mamíferos. Los resultados de las encuestas previas al taller indican que
más del 60 % de los encuestados, respondieron no saber a qué grupo pertenecen los murciélagos
(considerándolos principalmente como ratones con alas). Por su parte, el 80 % de los encuestados,
respondió no conocer las funciones ecológicas de los murciélagos y un 71 %, consideraron que los
murciélagos son animales que generan miedo. Esto denota el grado de desconocimiento de la
población de estudio hacia este grupo de mamíferos.

_Red de Conservación de Murciélagos._ La integración de aspectos ecológicos y sociales es","Gómez-Ruiz et al., 2015.pdf",PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/test_samples/murcielagos/Gómez-Ruiz et al., 2015.pdf",13,5,1877,"Las estrategias de conservación basada en la comunidad que implementamos se describen en la

siguiente sección, en cuatro fases: información, comunicación, educación, y capacitación. En suma
se ha trabajado con 52 comunidades con un total de 574 participantes en los talleres de educación
ambiental. Como parte de los talleres, realizamos encuestas a los participantes encuestas a los
participantes para obtener indicadores de las diferencias en el conocimiento de murciélagos previo y
posterior al taller, así como diferencia en la percepción hacia los murciélagos y documentar el interés
en conocer más sobre estos mamíferos. Los resultados de las encuestas previas al taller indican que
más del 60 % de los encuestados, respondieron no saber a qué grupo pertenecen los murciélagos
(considerándolos principalmente como ratones con alas). Por su parte, el 80 % de los encuestados,
respondió no conocer las funciones ecológicas de los murciélagos y un 71 %, consideraron que los
murciélagos son animales que generan miedo. Esto denota el grado de desconocimiento de la
población de estudio hacia este grupo de mamíferos.

_Red de Conservación de Murciélagos._ La integración de aspectos ecológicos y sociales es",Ecología y demografía de la especie,"Se habla de la percepción de la población hacia los murciélagos y su conocimiento sobre ellos. Se menciona el número de comunidades y participantes en los talleres de educación ambiental. Se habla de las encuestas realizadas a los participantes para obtener indicadores de las diferencias en el conocimiento de murciélagos previo y posterior al taller, así como diferencia en la percepción hacia los murciélagos y documentar el interés en conocer más sobre estos mamíferos.",
"_Red de Conservación de Murciélagos._ La integración de aspectos ecológicos y sociales es

fundamental en la implementación de cualquier estrategia de conservación (Mascia _et al._ 2003;
Knight _et al._ 2010; Ardoin y Heimlich 2013). Diversos trabajos argumentan que las estrategias sociales
que se enfocan en promover la conexión de las personas con la naturaleza, construir conocimiento
y promover el cuidado del ambiente, pueden y deben jugar un papel central en los programas de
conservación (Jacobson y McDuff 1998; Mascia _et al._ 2003). A su vez, se ha descrito un continuo
de estrategias sociales necesarias para la conservación (Ardoin y Heimlich 2013). A continuación
describimos dichas estrategias presentándolas a manera de fases en el desarrollo de una red de
conservación de murciélagos, la cual vincula a comunidades locales con científicos, educadores, y
entidades gubernamentales.

Fase 1 Información: Esta fase se refiere a la información ecológica que poseen tanto las

comunidades locales como los científicos. La apropiada difusión de dicha información conlleva a
aumentar el entendimiento de las especies en riesgo y su hábitat, y así se concientiza a la sociedad
sobre su entorno ambiental. En la primera sección de este artículo presentamos la información
sobre los refugios que se identificaron para las especies de murciélagos en riesgo en el área de
estudio.  Esto fue resultado de análisis de hábitat y muestreos de campo llevados a cabo por


-----","Gómez-Ruiz et al., 2015.pdf",PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/test_samples/murcielagos/Gómez-Ruiz et al., 2015.pdf",13,5,2999,,,,453.0
"**Tabla 1.** Listado de especies de murciélagos encontradas en los refugios estudiados. Arreglo taxonómico según Simmons (2005).

Categoría de riesgo según NOM-059- SEMARNAT-2010 Categoría de riesgo según la IUCN Cueva El Infierno, La Camotera, Nuevo León Cueva del Guano 1, Cuatro Ciénegas, Coahuila Cueva del Guano 2, Cuatro Ciénegas, Coahuila Cueva El Rosillo 1, Cuatro Ciénegas, Coahuila Cueva El Rosillo 2, Cuatro Ciénegas, Coahuila Cueva del Guano, Rayones, Nuevo León

**Familia Phyllostomidae**

_Choeronycteris mexicana_ A NT X X X X X X

_Leptonycteris nivalis_ A EN X X

**Familia Vespertilionidae**

_Corynorhinus townsendii_ LC X X X X

_Eptesicus fuscus_ LC X

_Lasiurus cinereus_ LC X

_Myotis auriculus_ LC X

_Myotis californicus_ LC X

_Myotis thysanodes_ LC X X X

_Myotis yumanensis_ LC X

_Pipistrellus hesperus_ LC X

_Antrozous pallidus_ LC X X

**Familia Molossidae**

_Tadarida brasiliensis_ LC X

**Total de especies** 9 2 2 7 3 1

IUCN= Unión Internacional para la Conservación de la Naturaleza; A=Amenazada, NT= Casi amenazado (Near threatened), EN= En
peligro (Endangered), LC= Preocupación menor (Least concern)

científicos académicos y de información proporcionada por residentes locales sobre ubicación
de cuevas potenciales. Particularmente, esta información recopilada, se obtuvo mediante
diálogos semi-estructurados (Geilfus 2002), y posteriormente el recorrido hacia las áreas con
guías locales.

Fase 2 Comunicación: La fase de comunicación implica establecer un diálogo entre las

audiencias clave del programa de conservación. A través del desarrollo de proyectos en los
que se benefician las comunidades, las organizaciones no gubernamentales (ONG) locales
desarrollan un vínculo con los residentes locales. De esta manera, las ONG funcionan como
facilitadoras en el establecimiento del diálogo entre los diferentes actores clave en la red de
conservación.

La organización no gubernamental Especies, Sociedad y Hábitat, A. C. (ESHAC) ha venido","Gómez-Ruiz et al., 2015.pdf",PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/test_samples/murcielagos/Gómez-Ruiz et al., 2015.pdf",13,6,0,"**Tabla 1.** Listado de especies de murciélagos encontradas en los refugios estudiados. Arreglo taxonómico según Simmons (2005).

Categoría de riesgo según NOM-059- SEMARNAT-2010 Categoría de riesgo según la IUCN Cueva El Infierno, La Camotera, Nuevo León Cueva del Guano 1, Cuatro Ciénegas, Coahuila Cueva del Guano 2, Cuatro Ciénegas, Coahuila Cueva El Rosillo 1, Cuatro Ciénegas, Coahuila Cueva El Rosillo 2, Cuatro Ciénegas, Coahuila Cueva del Guano, Rayones, Nuevo León

**Familia Phyllostomidae**

_Choeronycteris mexicana_ A NT X X X X X

_Leptonycteris nivalis_ A EN X X

**Familia Vespertilionidae**

_Corynorhinus townsendii_ LC X X X X

_Eptesicus fuscus_ LC X

_Lasiurus cinereus_ LC X

_Myotis auriculus_ LC X

_Myotis californicus_ LC X

_Myotis thysanodes_ LC X X X

_Myotis yumanensis_ LC X

_Pipistrellus hesperus_ LC X

_Antrozous pallidus_ LC X X

**Familia Molossidae**

_Tadarida brasiliensis_ LC X

**Total de especies** 9 2 2 7 3 1

IUCN= Unión Internacional para la Conservación de la Naturaleza; A=Amenazada, NT= Casi amenazado (Near threatened), EN= En
peligro (Endangered), LC= Preocupación menor (Least concern)

científicos académicos y de información proporcionada por residentes locales sobre ubicación
de cuevas potenciales. Particularmente, esta información recopilada, se obtuvo mediante
diálogos semi-estructurados (Geilfus 2002), y posteriormente el recorrido hacia las áreas con
guías locales.

Fase 2 Comunicación: La fase de comunicación implica establecer un diálogo entre las

audiencias clave del programa de conservación. A través del desarrollo de proyectos en los
que se benefician las comunidades, las organizaciones no gubernamentales (ONG) locales
desarrollan un vínculo con los residentes locales. De esta manera, las ONG funcionan como
facilitadoras en el establecimiento del diálogo entre los diferentes actores clave en la red de
conservación.

La organización no gubernamental Especies, Sociedad y Hábitat, A. C. (ESHAC) ha venido",Clasificación y descripción de la especie,"El texto contiene una tabla con el listado de especies de murciélagos encontradas en los refugios estudiados. La tabla incluye información sobre la familia a la que pertenece cada especie, su nombre científico y su categoría de riesgo según la NOM-059-SEMARNAT-2010 y la IUCN.",
"La organización no gubernamental Especies, Sociedad y Hábitat, A. C. (ESHAC) ha venido

trabajando con las comunidades de Coahuila y Nuevo León desde 2011 en diversos proyectos de
manejo sustentable de los recursos naturales. ESHAC facilitó el contacto de los investigadores
académicos con las comunidades para obtener información sobre ubicación de cuevas y
sitios potenciales de forrajeo ( _i. e_ . zonas con agaves paniculados en floración). Asimismo, la
información resultante de los muestreos de murciélagos y su hábitat, regresó a la comunidad a
través de talleres coordinados por ESHAC (descritos en la fase 3 y 4).

Fase 3 Educación: La fase de educación se refiere a promover conocimientos que motiven a

actuar en beneficio a la conservación. Primeramente investigadores académicos desarrollaron
un estudio piloto de educación ambiental en donde se evaluó la pertinencia de actividades y
materiales educativos de diversas características comunicativas (videos, manualidades, obras de


-----","Gómez-Ruiz et al., 2015.pdf",PDF 1.6,,,,,Adobe InDesign CC 2014 (Windows),Adobe PDF Library 11.0,D:20150213181359-07'00',D:20150630193014-05'00',,,"papers/test_samples/murcielagos/Gómez-Ruiz et al., 2015.pdf",13,6,1899,,,,455.0
